ID,Objekt,Etage,Verortung,Parkplatz,Parkplatz,Position,Farbe,Symbole,Typografie,Inhalt,Elektrisch,Beschädigt,Foto,Notizen
191,Mülleimer,7,Gegenüber von,,,column,orange,true,false,"",false,false,http://parkhaus.digitalisat.com/media/pages/objects/7/e74f5d5bd0-1706625369/img_7174.jpg,""
192,Steckdose,7,Gegenüber von,,,wall,grey,true,true,"TEP",true,false,http://parkhaus.digitalisat.com/media/pages/objects/7/dcc8d8f470-1707583644/img_7412.jpg,""
193,Steckdose,7,Gegenüber von,,,wall,grey,true,true,"TEP",true,false,http://parkhaus.digitalisat.com/media/pages/objects/7/795b93fc16-1706631235/img_7143.jpg,""
194,Steckdose,7,Gegenüber von,,,wall,grey,true,true,"TEP",true,true,http://parkhaus.digitalisat.com/media/pages/objects/7/ddd22e9b1d-1706631273/img_7169.jpg,""
195,Telefon,7,Gegenüber von,,,wall,grey,false,true,"1234567890",true,false,http://parkhaus.digitalisat.com/media/pages/objects/7/fcc79e5e87-1706625459/img_7173.jpg,""
196,Alarm,8,Gegenüber von,,,wall,red,true,true,"5008/02",true,false,http://parkhaus.digitalisat.com/media/pages/objects/8/19935982d8-1706627595/img_7088.jpg,""
197,Alarm,8,Gegenüber von,,,wall,red,true,true,"5008/01",true,false,http://parkhaus.digitalisat.com/media/pages/objects/8/c7c04a086b-1706626824/img_7122.jpg,""
198,Beleuchtung,8,Zwischen,,13,ceiling,,false,false,"",true,false,,""
199,Beleuchtung,8,Gegenüber von,,,ceiling,,false,false,"",true,false,,""
200,Beleuchtung,8,Vor,,,ceiling,,false,false,"",true,false,,""
201,Beleuchtung,8,Vor,,,ceiling,,false,false,"",true,false,,""
202,Beleuchtung,8,Vor,,,ceiling,,false,false,"",true,false,,""
203,Beleuchtung,8,Vor,,,ceiling,,false,false,"",true,false,,""
204,Beleuchtung,8,Vor,,,ceiling,,false,false,"",true,false,,""
205,Beleuchtung,8,Gegenüber von,,,ceiling,,false,false,"",true,false,,""
206,Beleuchtung,8,Gegenüber von,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/8/f26d252764-1706627162/img_7108.jpg,""
207,Beleuchtung,8,Vor,,,ceiling,,false,false,"",true,false,,""
208,Beleuchtung,8,Vor,,,ceiling,,false,false,"",true,false,,""
209,Beleuchtung,8,Vor,,,ceiling,,false,false,"",true,false,,""
210,Bewegungsmelder,8,Gegenüber von,,,wall,grey,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/8/6e62a2ef25-1706627909/img_7086.jpg,""
211,Bewegungsmelder,8,Vor,,,ceiling,grey,false,false,"",true,false,,""
212,Bewegungsmelder,8,Vor,,,ceiling,grey,false,false,"",false,false,http://parkhaus.digitalisat.com/media/pages/objects/8/b9a84da79e-1706627269/bildschirmfoto-2024-01-30-um-16.07.43.png,""
213,Feuerlöscher,8,Gegenüber von,,,wall,red,true,true,"TOTAL FEUERLÖSCHER",false,false,http://parkhaus.digitalisat.com/media/pages/objects/8/31617d58aa-1706627643/img_7087.jpg,""
214,Feuerlöscher,8,Gegenüber von,,,column,red,true,true,"TOTAL FEUERLÖSCHER",false,false,http://parkhaus.digitalisat.com/media/pages/objects/8/b185be1b0b-1706626343/img_7126.jpg,""
215,Müll,8,Neben,,,column,grey,true,true,"1900",false,false,,""
216,Mülleimer,8,Gegenüber von,,,column,orange,true,false,"",false,false,http://parkhaus.digitalisat.com/media/pages/objects/8/1cddd6fbc9-1706626390/img_7124.jpg,""
217,Steckdose,8,Gegenüber von,,,wall,grey,true,true,"TEP",true,false,http://parkhaus.digitalisat.com/media/pages/objects/8/f73848c4b4-1706627747/bildschirmfoto-2024-01-30-um-16.15.41.png,""
218,Steckdose,8,Gegenüber von,,,wall,grey,true,true,"TEP",true,false,http://parkhaus.digitalisat.com/media/pages/objects/8/9cf48476ff-1706626938/img_7121.jpg,""
219,Telefon,8,Gegenüber von,,,wall,grey,false,true,"1 2 3 4 5 6 7 8 9 0 ",true,false,http://parkhaus.digitalisat.com/media/pages/objects/8/6f8157ea62-1706626493/img_7123.jpg,""
220,Alarm,9,Gegenüber von,,,wall,red,true,true,"5009/01",true,false,http://parkhaus.digitalisat.com/media/pages/objects/9/62d694ad25-1706623002/img_7060.jpg,""
221,Alarm,9,Gegenüber von,,,wall,red,true,true,"5009/02",true,false,http://parkhaus.digitalisat.com/media/pages/objects/9/c813f425f9-1706624712/img_7035.jpg,""
222,Aschenbecher,9,Auf,,,floor,orange,false,true,"f6",false,false,http://parkhaus.digitalisat.com/media/pages/objects/9/f8bb32e16e-1706625410/img_7068.jpg,""
223,Aufzug,9,Gegenüber von,,,wall,silver,true,true,"3",true,false,http://parkhaus.digitalisat.com/media/pages/objects/9/05347d1721-1706623747/img_7051.jpg,""
224,Beleuchtung,9,Gegenüber von,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/9/f42495af38-1706625740/img_7038.jpg,""
225,Beleuchtung,9,Gegenüber von,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/9/4e420f7ace-1706625800/img_7075.jpg,""
226,Beleuchtung,9,Vor,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/9/a59f488842-1706625283/img_7076.jpg,""
227,Beleuchtung,9,Vor,,,ceiling,,false,false,"",true,false,,""
228,Beleuchtung,9,Vor,,,ceiling,,false,false,"",true,false,,""
229,Beleuchtung,9,Vor,,,ceiling,,false,false,"",true,false,,""
230,Beleuchtung,9,Vor,,,ceiling,,false,false,"",true,false,,""
231,Beleuchtung,9,Vor,,,ceiling,,false,false,"",true,false,,""
232,Beleuchtung,9,Vor,,,ceiling,,false,false,"",true,false,,""
233,Beleuchtung,9,Vor,,,wall,,false,false,"",true,false,,""
234,Beleuchtung,9,Gegenüber von,,,wall,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/9/f2f73348f9-1706623858/img_7053.jpg,""
235,Beleuchtung,9,Vor,,,ceiling,,false,false,"",true,false,,""
236,Beleuchtung,9,Vor,,,ceiling,,false,false,"",true,false,,""
237,Beleuchtung,9,Vor,,,ceiling,,false,false,"",true,false,,""
238,Bewegungsmelder,9,Auf,,,wall,grey,false,false,"TEP",true,false,http://parkhaus.digitalisat.com/media/pages/objects/9/5a5e66d47a-1706624226/bildschirmfoto-2024-01-30-um-15.16.50.png,""
239,Bewegungsmelder,9,Vor,,,ceiling,grey,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/9/1b03d0b519-1707583003/img_7389.jpg,""
240,Bewegungsmelder,9,Vor,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/9/390748042f-1706624433/bildschirmfoto-2024-01-30-um-15.20.27.png,""
241,Bewegungsmelder,9,Vor,,,ceiling,black,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/9/13f5f6879c-1706624324/bildschirmfoto-2024-01-30-um-15.18.37.png,""
242,Feuerlöscher,9,Gegenüber von,,,wall,red,true,true,"TOTAL FEUERLÖSCHER",false,false,http://parkhaus.digitalisat.com/media/pages/objects/9/a91491f5ac-1706624769/img_7034.jpg,""
243,Feuerlöscher,9,Gegenüber von,,,column,red,true,true,"TOTAL FEUERLÖSCHER",false,false,http://parkhaus.digitalisat.com/media/pages/objects/9/a3d86614e2-1706622776/img_7064.jpg,""
244,Müll,9,Gegenüber von,,,floor,yellow,true,true,"MIO MIO Mate",false,true,http://parkhaus.digitalisat.com/media/pages/objects/9/4cb6e3d4e5-1706622612/img_7061.jpg,""
245,Mülleimer,9,Gegenüber von,,,column,orange,true,false,"",false,false,http://parkhaus.digitalisat.com/media/pages/objects/9/cee629bccc-1706622677/img_7062.jpg,""
246,Steckdose,9,Gegenüber von,,,wall,grey,true,true,"TEP",true,false,http://parkhaus.digitalisat.com/media/pages/objects/9/7b3a9f044c-1707583048/img_7390.jpg,""
247,Steckdose,9,Gegenüber von,,,wall,grey,true,true,"TEP",true,true,http://parkhaus.digitalisat.com/media/pages/objects/9/9403dcc362-1706624945/img_7032.jpg,""
248,Steckdose,9,Gegenüber von,,,wall,grey,true,true,"TEP",true,false,http://parkhaus.digitalisat.com/media/pages/objects/9/8aa4665722-1706623188/img_7058.jpg,""
249,Telefon,9,Gegenüber von,,,wall,grey,false,true,"1 2 3 4 5 6 7 8 9 0 ",true,false,http://parkhaus.digitalisat.com/media/pages/objects/9/62d694ad25-1706623002/img_7060.jpg,""
250,Alarm,10,Gegenüber von,,,wall,red,true,true,"5010/02",true,false,http://parkhaus.digitalisat.com/media/pages/objects/10/b59b254b8b-1706624679/img_6983.jpg,""
251,Alarm,10,Gegenüber von,,,wall,red,true,true,"5010/01",true,false,http://parkhaus.digitalisat.com/media/pages/objects/10/494bc4979b-1706625816/img_7016.jpg,""
252,Beleuchtung,10,Gegenüber von,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/10/4052d47695-1706626921/img_7004.jpg,""
253,Beleuchtung,10,Gegenüber von,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/10/a1f0de31a1-1706626872/img_7008.jpg,""
254,Beleuchtung,10,Vor,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/10/2997653d90-1706624925/img_6996.jpg,""
255,Beleuchtung,10,Vor,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/10/2997653d90-1706624925/img_6996.jpg,""
256,Beleuchtung,10,Gegenüber von,,,wall,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/10/53ad5c3b09-1706624772/img_6991.jpg,""
257,Beleuchtung,10,Vor,,,ceiling,,false,false,"",true,false,,""
258,Bewegungsmelder,10,Gegenüber von,,,wall,grey,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/10/13307562cb-1707582950/img_7387.jpg,""
259,Bewegungsmelder,10,Neben,,,column,grey,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/10/0c9e9e8e00-1707582752/img_7381.jpg,""
260,Bewegungsmelder,10,Gegenüber von,,,column,grey,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/10/eb06344d28-1706626277/img_7020.jpg,""
261,Feuerlöscher,10,Gegenüber von,,,column,red,true,true,"TOTAL FEUERLÖSCHER",false,false,http://parkhaus.digitalisat.com/media/pages/objects/10/2e44a68209-1706626357/img_7021.jpg,""
262,Feuerlöscher,10,Gegenüber von,,,column,red,true,true,"TOTAL FEUERLÖSCHER",false,false,http://parkhaus.digitalisat.com/media/pages/objects/10/98c12f0efa-1706624612/img_6982.jpg,""
263,Mülleimer,10,Gegenüber von,,,column,orange,true,false,"",false,false,http://parkhaus.digitalisat.com/media/pages/objects/10/74f2f0c905-1706625992/img_7018.jpg,""
264,Steckdose,10,Gegenüber von,,,wall,grey,true,true,"TEP",true,false,http://parkhaus.digitalisat.com/media/pages/objects/10/026e28f6f9-1707582605/img_7379.jpg,""
265,Steckdose,10,Gegenüber von,,,wall,grey,true,true,"TEP",true,false,http://parkhaus.digitalisat.com/media/pages/objects/10/1dab72f0f6-1706626457/img_7013.jpg,""
266,Telefon,10,Gegenüber von,,,wall,grey,false,true,"1234567890",true,false,http://parkhaus.digitalisat.com/media/pages/objects/10/fabf3b07c5-1706625923/img_7017.jpg,""
267,Alarm,11,Gegenüber von,,,wall,red,true,true,"5011/01 ESSER",true,false,http://parkhaus.digitalisat.com/media/pages/objects/11/d2ce91041a-1705765742/telefon-feuermelder.jpg,""
268,Alarm,11,Gegenüber von,,,wall,red,true,true,"5011/02 ESSER",true,false,http://parkhaus.digitalisat.com/media/pages/objects/11/a19ce5bfd1-1705765456/feuermelder-2.jpg,""
269,Aufzug,11,Gegenüber von,,,wall,silver,true,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/11/8f88487a92-1705766353/aufzug.jpg,""
270,Beleuchtung,11,Gegenüber von,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/11/b2d12b6627-1705766386/beleuchtung.jpg,""
271,Beleuchtung,11,Gegenüber von,,,wall,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/11/8f88487a92-1705766353/aufzug.jpg,""
272,Beleuchtung,11,Gegenüber von,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/11/b2d12b6627-1705766386/beleuchtung.jpg,""
273,Beleuchtung,11,Gegenüber von,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/11/500ca318b3-1705766280/leuchte-abfahrt.jpg,""
274,Beleuchtung,11,Gegenüber von,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/11/500ca318b3-1705766280/leuchte-abfahrt.jpg,""
275,Beleuchtung,11,Gegenüber von,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/11/b2d12b6627-1705766386/beleuchtung.jpg,""
276,Beleuchtung,11,Gegenüber von,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/11/b2d12b6627-1705766386/beleuchtung.jpg,""
277,Beleuchtung,11,Gegenüber von,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/11/5d04c91258-1705766102/beleuchtung_2.jpg,""
278,Beleuchtung,11,Gegenüber von,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/11/5d04c91258-1705766102/beleuchtung_2.jpg,""
279,Beleuchtung,11,Gegenüber von,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/11/b2d12b6627-1705766386/beleuchtung.jpg,""
280,Beleuchtung,11,Gegenüber von,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/11/b2d12b6627-1705766386/beleuchtung.jpg,""
281,Beleuchtung,11,Gegenüber von,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/11/b2d12b6627-1705766386/beleuchtung.jpg,""
282,Beleuchtung,11,Gegenüber von,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/11/24d9fa8c9c-1705765927/leuchte-aussfahrt.jpg,""
283,Beleuchtung,11,Gegenüber von,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/11/b2d12b6627-1705766386/beleuchtung.jpg,""
284,Bewegungsmelder,11,Vor,,,ceiling,grey,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/11/8ae44b90a1-1707582507/img_7376.jpg,""
285,Bewegungsmelder,11,Vor,,,ceiling,grey,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/11/7389acb5b7-1707582431/img_7374.jpg,""
286,Feuerlöscher,11,Gegenüber von,,,column,red,true,true,"TOTAL Feuerlöscher",false,false,http://parkhaus.digitalisat.com/media/pages/objects/11/474dd437e9-1705765853/feuerloescher.jpg,""
287,Feuerlöscher,11,Gegenüber von,,,wall,red,true,true,"TOTAL Feuerlöscher",false,false,http://parkhaus.digitalisat.com/media/pages/objects/11/23bbd75af2-1705765289/feuerloescher-2.jpg,""
288,Mülleimer,11,Gegenüber von,,,column,orange,true,false,"",false,false,http://parkhaus.digitalisat.com/media/pages/objects/11/1e7b7f6116-1705765794/muelleimer.jpg,""
289,Steckdose,11,Gegenüber von,,,wall,grey,true,true,"TEP",true,false,http://parkhaus.digitalisat.com/media/pages/objects/11/848d3150ba-1707582379/img_7373.jpg,""
290,Steckdose,11,Gegenüber von,,,wall,grey,true,true,"TEP",true,false,http://parkhaus.digitalisat.com/media/pages/objects/11/f6cebbbace-1706624221/img_6975.jpg,""
291,Telefon,11,Gegenüber von,,,wall,grey,false,true,"1234567890",true,false,http://parkhaus.digitalisat.com/media/pages/objects/11/d2ce91041a-1705765742/telefon-feuermelder.jpg,""
292,Absperrung,12,Gegenüber von,,,floor,red,false,false,"",false,false,http://parkhaus.digitalisat.com/media/pages/objects/12/d2923a387a-1707589513/img_6948.jpg,""
293,Alarm,12,Gegenüber von,,,wall,red,true,true,"5012/01",true,false,http://parkhaus.digitalisat.com/media/pages/objects/12/1a40607cce-1706622820/img_6962.jpg,""
294,Ampel,12,Neben,,,wall,red,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/12/99d2f45c36-1706623215/img_6949.jpg,""
295,Beleuchtung,12,Vor,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/12/40f47369bc-1706624102/img_6971.jpg,""
296,Beleuchtung,12,Vor,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/12/40f47369bc-1706624102/img_6971.jpg,""
297,Beleuchtung,12,Vor,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/12/40f47369bc-1706624102/img_6971.jpg,""
298,Beleuchtung,12,Vor,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/12/40f47369bc-1706624102/img_6971.jpg,""
299,Beleuchtung,12,Vor,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/12/40f47369bc-1706624102/img_6971.jpg,""
300,Beleuchtung,12,Gegenüber von,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/12/e7371e9457-1706622869/img_6958.jpg,""
301,Beleuchtung,12,Gegenüber von,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/12/40f47369bc-1706624102/img_6971.jpg,""
302,Beleuchtung,12,Vor,,,ceiling,,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/12/40f47369bc-1706624102/img_6971.jpg,""
303,Bewegungsmelder,12,Neben,,,column,grey,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/12/52d395022d-1707582318/img_7370.jpg,""
304,Bewegungsmelder,12,Vor,,,ceiling,grey,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/12/14900586c7-1707582209/img_7365.jpg,""
305,Feuerlöscher,12,Gegenüber von,,,column,red,true,true,"TOTAL FEUERLÖSCHER",false,false,http://parkhaus.digitalisat.com/media/pages/objects/12/9e3bb1c08a-1706622393/img_6966.jpg,""
306,Kamera,12,Zwischen,,30,ceiling,black,false,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/12/bfe6cdb54c-1706622949/img_6954.jpg,""
307,Mülleimer,12,Gegenüber von,,,wall,black,false,false,"",false,true,http://parkhaus.digitalisat.com/media/pages/objects/12/848992ba53-1706622621/img_6965.jpg,""
308,Schranke,12,Gegenüber von,,,floor,yellow,true,false,"",true,false,http://parkhaus.digitalisat.com/media/pages/objects/12/c82523ce3e-1706623049/img_6952.jpg,""
309,Steckdose,12,Gegenüber von,,,wall,grey,true,true,"TEP",true,false,http://parkhaus.digitalisat.com/media/pages/objects/12/0aa8c540b2-1707582274/img_7367.jpg,""
310,Telefon,12,Gegenüber von,,,wall,grey,false,true,"1234567890",true,true,http://parkhaus.digitalisat.com/media/pages/objects/12/71d43212d7-1706622748/img_6963.jpg,""
